index,en_date,en_title,en_link,en_desc,tc_date,tc_title,tc_link,tc_desc,sc_date,sc_title,sc_link,sc_desc
220,January 2025,Tender for operating light refreshment business at a park under Leisure and Cultural Services Department,https://web.archive.org/web/20250519165638/https://www.ombudsman.hk/wp-content/uploads/2025/03/LCSD_IR_2024-1834_EN.pdf,Report (PDF),2025年1月,康樂及文化事務署就轄下某公園小食亭招標事宜,https://web.archive.org/web/20250522162851/https://www.ombudsman.hk/wp-content/uploads/2025/03/LCSD_IR_2024-1834_-TC.pdf,全文 (PDF),2025年1月,康乐及文化事务署就辖下某公园小食亭招标事宜,https://web.archive.org/web/20250522162717/https://www.ombudsman.hk/wp-content/uploads/2025/03/LCSD_IR_2024-1834_SC.pdf,全文 (PDF)
219,January 2025,Tender for operating restaurant business at a swimming pool under Leisure and Cultural Services Department,https://web.archive.org/web/20250519165611/https://www.ombudsman.hk/wp-content/uploads/2025/03/LCSD_IR_2024-2261_EN.pdf,Report (PDF),2025年1月,康樂及文化事務署就轄下某游泳池食肆招標事宜,https://web.archive.org/web/20250522162817/https://www.ombudsman.hk/wp-content/uploads/2025/03/LCSD_IR_2024-2261_TC-1.pdf,全文 (PDF),2025年1月,康乐及文化事务署就辖下某游泳池食肆招标事宜,https://web.archive.org/web/20250522162729/https://www.ombudsman.hk/wp-content/uploads/2025/03/LCSD_IR_2024-2261_SC-1.pdf,全文 (PDF)
218,,,,,2024年10月,運輸署對某渡輪服務營辦商發布訊息安排的處理,https://web.archive.org/web/20250522162727/https://www.ombudsman.hk/wp-content/uploads/2025/04/TD_IR_2024-1477-TC.pdf,全文 (PDF),2024年10月,运输署对某渡轮服务营办商发布讯息安排的处理,https://web.archive.org/web/20250522162759/https://www.ombudsman.hk/wp-content/uploads/2025/04/TD_IR_2024-1477-SC.pdf,全文 (PDF)
217,October 2024,Enforcement actions taken by Lands Department against unlawful occupation of government land,https://web.archive.org/web/20250528203312/https://www.ombudsman.hk/wp-content/uploads/2025/04/LandsD_IR_2024-0996-EN.pdf,Report (PDF),2024年10月,地政總署對違規佔用政府土地的執管行動,https://web.archive.org/web/20250522162821/https://www.ombudsman.hk/wp-content/uploads/2025/03/LandsD_IR_2024-0996-TC.pdf,全文 (PDF),2024年10月,地政总署对违规占用政府土地的执管行动,https://web.archive.org/web/20250522162755/https://www.ombudsman.hk/wp-content/uploads/2025/03/LandsD_IR_2024-0996-SC.pdf,全文 (PDF)
216,,,,,2024年7月,水務署就水錶錯調個案的處理,https://web.archive.org/web/20250528194805/https://www.ombudsman.hk/wp-content/uploads/2025/05/WSD_IR_2023-3517-TC.pdf,全文 (PDF),2024年7月,水务署就水表错调个案的处理,https://web.archive.org/web/20250528194801/https://www.ombudsman.hk/wp-content/uploads/2025/05/WSD_IR_2023-3517-SC.pdf,全文 (PDF)
215,June 2024,Food safety reports of Food and Environmental Hygiene Department,https://web.archive.org/web/20250519165634/https://www.ombudsman.hk/wp-content/uploads/2025/03/FEHD_IR_2023-3763_EN.pdf,Report (PDF),2024年6月,食物環境衞生署的食物安全報告,https://web.archive.org/web/20250522162743/https://www.ombudsman.hk/wp-content/uploads/2025/04/FEHD_IR_2023-3763_TC.pdf,全文 (PDF),2024年6月,食物环境卫生署的食物安全报告,https://web.archive.org/web/20250522162843/https://www.ombudsman.hk/wp-content/uploads/2025/04/FEHD_IR_2023-3763_SC.pdf,全文 (PDF)
214,October 2023,Implementation of HKeToll by Transport Department and loss of vehicle tags in post,https://web.archive.org/web/20240624161833/https://www.ombudsman.hk/wp-content/uploads/2024/03/TD_IR_2023-0251_EN.pdf,Report (PDF),2023年10月,運輸署推行「易通行」計劃及寄失「車輛貼」的事宜,https://web.archive.org/web/20241220032743/https://www.ombudsman.hk/wp-content/uploads/2024/03/TD_IR_2023-0251_TC.pdf,全文 (PDF),2023年10月,运输署推行「易通行」计划及寄失「车辆贴」的事宜,https://web.archive.org/web/20250522162723/https://www.ombudsman.hk/wp-content/uploads/2024/03/TD_IR_2023-0251_SC.pdf,全文 (PDF)
213,September 2023,Measures taken by Food and Environmental Hygiene Department and Home Affairs Department in handling complaints about obstruction and noise caused by a wholesale market,https://web.archive.org/web/20240624173003/https://www.ombudsman.hk/wp-content/uploads/2023/12/FEHD_HAD_IR_2023-0208-0503-_EN.pdf,Report (PDF),2023年9月,食物環境衞生署及民政事務總署對某批發市場雜物阻街及噪音投訴的跟進,https://web.archive.org/web/20241225053133/https://www.ombudsman.hk/wp-content/uploads/2023/12/FEHD_HAD_IR_2023-0208-0503-_TC.pdf,全文 (PDF),2023年9月,食物环境卫生署及民政事务总署对某批发市场杂物阻街及噪音投诉的跟进,https://web.archive.org/web/20250522162801/https://www.ombudsman.hk/wp-content/uploads/2023/12/FEHD_HAD_IR_2023-0208-0503-_SC.pdf,全文 (PDF)
212,September 2023,Housing Department’s tendering arrangement for the lease of a shop in a housing estate,https://web.archive.org/web/20250519165527/https://www.ombudsman.hk/wp-content/uploads/2024/01/HD_2022-3706_EN.pdf,Report (PDF),2023年9月,房屋署就轄下某屋邨出租舖位的招標安排,https://web.archive.org/web/20240527000543/https://www.ombudsman.hk/wp-content/uploads/2024/01/HD_2022-3706_TC.pdf,全文 (PDF),2023年9月,房屋署就辖下某屋邨出租铺位的招标安排,https://web.archive.org/web/20240424164212/https://www.ombudsman.hk/wp-content/uploads/2024/01/HD_2022-3706_SC.pdf,全文 (PDF)
211,September 2023,"Reporting of unexpected serious adverse events following immunisation with COVID-19 vaccines by Health Bureau, Department of Health and Hospital Authority",https://web.archive.org/web/20250519165624/https://www.ombudsman.hk/wp-content/uploads/2024/01/HHB_DH_HA_2022-3659_EN.pdf,Report (PDF),2023年9月,醫務衞生局、衞生署及醫院管理局就接種新冠疫苗後出現未能預見的嚴重異常事件的呈報機制,https://web.archive.org/web/20240526233353/https://www.ombudsman.hk/wp-content/uploads/2024/01/HHB_DH_HA_2022-3659_TC.pdf,全文 (PDF),2023年9月,医务卫生局、卫生署及医院管理局就接种新冠疫苗后出现未能预见的严重异常事件的呈报机制,https://web.archive.org/web/20240424152600/https://www.ombudsman.hk/wp-content/uploads/2024/01/HHB_DH_HA_2022-3659_SC.pdf,全文 (PDF)
210,August 2023,"Failure to handle properly a complaint about damaged and faded national flags and regional flags by Home Affairs Department, Chief Secretary for Administration’s Office and 1823",https://web.archive.org/web/20231210053853/https://www.ombudsman.hk/wp-content/uploads/2023/09/HAD_AW_EU_2023-0135_-EN.pdf,Report (PDF),2023年8月,民政事務總署、政務司司長辦公室及1823未有妥善處理已褪色及破損的國旗及區旗的投訴,https://web.archive.org/web/20240301220035/https://www.ombudsman.hk/wp-content/uploads/2023/09/HAD_AW_EU_2023-0135_-TC.pdf,全文 (PDF),2023年8月,民政事务总署、政务司司长办公室及1823未有妥善处理已褪色及破损的国旗及区旗的投诉,https://web.archive.org/web/20250522162826/https://www.ombudsman.hk/wp-content/uploads/2023/09/HAD_AW_EU_2023-0135_-SC.pdf,全文 (PDF)
209,August 2023,Department of Health mistakenly issuing a Compulsory Testing Order and letters to a foreign domestic helper arriving in Hong Kong,https://web.archive.org/web/20240624170050/https://www.ombudsman.hk/wp-content/uploads/2024/02/DH_IR_2023-0201_EN.pdf,Report (PDF),2023年8月,衞生署錯誤地向一名抵港外籍家庭傭工發出強制檢測令及信件,https://web.archive.org/web/20241226105045/https://www.ombudsman.hk/wp-content/uploads/2024/02/DH_IR_2023-0201_TC.pdf,全文 (PDF),2023年8月,卫生署错误地向一名抵港外籍家庭佣工发出强制检测令及信件,https://web.archive.org/web/20250522162857/https://www.ombudsman.hk/wp-content/uploads/2024/02/DH_IR_2023-0201_SC-1.pdf,全文 (PDF)
208,July 2023,Transport Department’s handling of an application for cross-boundary private cars quota,https://web.archive.org/web/20250519165624/https://www.ombudsman.hk/wp-content/uploads/2024/01/TD_2023-0696_EN.pdf,Report (PDF),2023年7月,運輸署對跨境私家車配額申請的審批,https://web.archive.org/web/20241224205315/https://www.ombudsman.hk/wp-content/uploads/2024/01/TD_2023-0696_TC.pdf,全文 (PDF),2023年7月,运输署对跨境私家车配额申请的审批,https://web.archive.org/web/20240424153338/https://www.ombudsman.hk/wp-content/uploads/2024/01/TD_2023-0696_SC.pdf,全文 (PDF)
