index,en_date,en_title,en_link,en_desc,tc_date,tc_title,tc_link,tc_desc,sc_date,sc_title,sc_link,sc_desc
123,April 2011,"Complaint against Housing Department (""HD"") for Failing to Allocate Public Rental Housing Flats Fairly",http://ofomb.ombudsman.gov.hk/engreports/2011_04_01.pdf,Report (PDF),2011年4月,有關房屋署編配公屋過程不公的投訴 ,http://ofomb.ombudsman.gov.hk/chnreports/2011_04_01.pdf,全文 (PDF),2011年4月,有关房屋署编配公屋过程不公的投诉,http://ofomb.ombudsman.gov.hk/screports/2011_04_01.pdf,全文 (PDF)
124,April 2011,Complaint against Seven Government Departments for Delay in Handling a Road Repair Works,http://ofomb.ombudsman.gov.hk/engreports/2011_04_02.pdf,Report (PDF),2011年4月,有關七個政府部門延誤處理一宗道路複修工程的投訴 ,http://ofomb.ombudsman.gov.hk/chnreports/2011_04_02.pdf,全文 (PDF),2011年4月,有关七个政府部门延误处理一宗道路复修工程的投诉,http://ofomb.ombudsman.gov.hk/screports/2011_04_02.pdf,全文 (PDF)
122,December 2010,Complaints about Water Meter Mix-up,http://ofomb.ombudsman.gov.hk/engreports/2010_12_01.pdf,Report (PDF),2010年12月,有關掉亂水錶的投訴 ,https://web.archive.org/web/20110522063117/http://www.ombudsman.gov.hk/tc/reports/2010_12_01.doc,全文 (Word),2010年12月,有关掉乱水表的投诉,https://web.archive.org/web/20110522032720/http://www.ombudsman.gov.hk/sc/reports/2010_12_01.doc,全文 (Word)
121,May 2010,Complaint about Illegal Parking of Bicycles at a Public Transport Interchange,https://web.archive.org/web/20100816075045/http://www.ombudsman.gov.hk/reports/2010_05_01.doc,Report (Word),2010年5月,有關公共運輸交匯處違例停泊單車的投訴 ,https://web.archive.org/web/20110522063239/http://www.ombudsman.gov.hk/tc/reports/2010_05_01.doc,全文 (Word),2010年5月,有关公共运输交汇处违例停泊单车的投诉,https://web.archive.org/web/20110522032538/http://www.ombudsman.gov.hk/sc/reports/2010_05_01.doc,全文 (Word)
120,October 2009,Complaint against Lands Department and Land Registry,https://web.archive.org/web/20100816165131/http://www.ombudsman.gov.hk/reports/2009_10_01.doc,Report (Word),2009年10月,有關對地政總署及土地註冊處的投訴 ,https://web.archive.org/web/20110522063350/http://www.ombudsman.gov.hk/tc/reports/2009_10_01.doc,全文 (Word),2009年10月,有关对地政总署及土地注册处的投诉,https://web.archive.org/web/20110522032839/http://www.ombudsman.gov.hk/sc/reports/2009_10_01.doc,全文 (Word)
119,June 2009,"Complaint against Agriculture, Fisheries and Conservation Department and Efficiency Unit for Euthanising a Dog Reported Lost",https://web.archive.org/web/20100816080800/http://www.ombudsman.gov.hk/reports/2009_06_01.doc,Report (Word),2009年6月,有關漁農自然護理署及效率促進組誤把報失狗隻人道毀滅的投訴 ,https://web.archive.org/web/20110522063111/http://www.ombudsman.gov.hk/tc/reports/2009_06_01.doc,全文 (Word),2009年6月,有关渔农自然护理署及效率促进组误把报失狗只人道毁灭的投诉,https://web.archive.org/web/20110522032847/http://www.ombudsman.gov.hk/sc/reports/2009_06_01.doc,全文 (Word)
118,June 2008,Complaint against Hong Kong Examinations and Assessment Authority,https://web.archive.org/web/20100816075935/http://www.ombudsman.gov.hk/reports/2008_06_01.doc,Report (Word),2008年6月,有關投訴香港考試及評核局事,https://web.archive.org/web/20110522063557/http://www.ombudsman.gov.hk/tc/reports/2008_06_01.doc,全文 (Word),2008年6月,有关投诉香港考试及评核局事,https://web.archive.org/web/20110522033342/http://www.ombudsman.gov.hk/sc/reports/2008_06_01.doc,全文 (Word)
117,November 2007,No warning on surcharge for overstaying in public housing unit,https://web.archive.org/web/20100816074632/http://www.ombudsman.gov.hk/reports/2007_11_01.doc,Report (Word),2007年11月,事前沒有提出警告，便向逾期居住的公屋租戶收取三倍租金,https://web.archive.org/web/20110522063246/http://www.ombudsman.gov.hk/tc/reports/2007_11_01.doc,全文 (Word),2007年11月,事前没有提出警告，便向逾期居住的公屋租户收取三倍租金,https://web.archive.org/web/20110522032805/http://www.ombudsman.gov.hk/sc/reports/2007_11_01.doc,全文 (Word)
116,November 2007,Inadequate disclosure to Home Ownership Scheme purchasers on slope maintenance responsibility,https://web.archive.org/web/20100816075017/http://www.ombudsman.gov.hk/reports/2007_11_02.doc,Report (Word),2007年11月,沒有清楚提示居屋買家須負責保養一幅斜坡,https://web.archive.org/web/20110522063152/http://www.ombudsman.gov.hk/tc/reports/2007_11_02.doc,全文 (Word),2007年11月,没有清楚提示居屋买家须负责保养一幅斜坡,https://web.archive.org/web/20110522032442/http://www.ombudsman.gov.hk/sc/reports/2007_11_02.doc,全文 (Word)
115,December 2006,Complaint against Vocational Training Council for impropriety in conducting a tender exercise,https://web.archive.org/web/20100816074049/http://www.ombudsman.gov.hk/reports/2006_12_01.doc,Report (Word),2006年12月,有關職業訓練局招標程序有欠妥善的投訴,https://web.archive.org/web/20110522063414/http://www.ombudsman.gov.hk/tc/reports/2006_12_01.doc,全文 (Word),2006年12月,有关职业训练局招标程序有欠妥善的投诉,https://web.archive.org/web/20110522033059/http://www.ombudsman.gov.hk/sc/reports/2006_12_01.doc,全文 (Word)
